state,date,gini
Johor,2009,0.393
Kedah,2009,0.408
Kelantan,2009,0.428
Melaka,2009,0.411
Negeri Sembilan,2009,0.372
Pahang,2009,0.382
Perak,2009,0.4
Perlis,2009,0.434
Pulau Pinang,2009,0.419
Sabah,2009,0.454
Sarawak,2009,0.448
Selangor,2009,0.424
Terengganu,2009,0.418
Kuala Lumpur,2009,0.374
Labuan,2009,0.387
Putrajaya,2009,0.342
