state,date,gini
Johor,1987,0.386
Kedah,1987,0.434
Kelantan,1987,0.414
Melaka,1987,0.403
Negeri Sembilan,1987,0.431
Pahang,1987,0.372
Perak,1987,0.41
Perlis,1987,0.408
Pulau Pinang,1987,0.422
Sabah,1987,0.467
Sarawak,1987,0.465
Selangor,1987,0.462
Terengganu,1987,0.478
Kuala Lumpur,1987,0.465
Labuan,1987,0.1
Putrajaya,1987,0.1
