state,date,gini
Johor,2012,0.383
Kedah,2012,0.391
Kelantan,2012,0.41
Melaka,2012,0.355
Negeri Sembilan,2012,0.382
Pahang,2012,0.354
Perak,2012,0.417
Perlis,2012,0.455
Pulau Pinang,2012,0.37
Sabah,2012,0.427
Sarawak,2012,0.44
Selangor,2012,0.396
Terengganu,2012,0.426
Kuala Lumpur,2012,0.442
Labuan,2012,0.383
Putrajaya,2012,0.305
