state,date,gini
Johor,2007,0.368
Kedah,2007,0.392
Kelantan,2007,0.405
Melaka,2007,0.38
Negeri Sembilan,2007,0.385
Pahang,2007,0.38
Perak,2007,0.399
Perlis,2007,0.454
Pulau Pinang,2007,0.411
Sabah,2007,0.451
Sarawak,2007,0.442
Selangor,2007,0.418
Terengganu,2007,0.399
Kuala Lumpur,2007,0.446
Labuan,2007,0.388
Putrajaya,2007,0.362
