state,date,gini
Johor,1974,0.439
Kedah,1974,0.523
Kelantan,1974,0.612
Melaka,1974,0.506
Negeri Sembilan,1974,0.465
Pahang,1974,0.445
Perak,1974,0.452
Perlis,1974,0.425
Pulau Pinang,1974,0.597
Sabah,1974,0.1
Sarawak,1974,0.1
Selangor,1974,0.507
Terengganu,1974,0.502
Kuala Lumpur,1974,0.1
Labuan,1974,0.1
Putrajaya,1974,0.1
