state,date,gini
Johor,1989,0.381
Kedah,1989,0.428
Kelantan,1989,0.407
Melaka,1989,0.396
Negeri Sembilan,1989,0.366
Pahang,1989,0.35
Perak,1989,0.421
Perlis,1989,0.377
Pulau Pinang,1989,0.406
Sabah,1989,0.459
Sarawak,1989,0.441
Selangor,1989,0.444
Terengganu,1989,0.459
Kuala Lumpur,1989,0.428
Labuan,1989,0.1
Putrajaya,1989,0.1
